Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNr,Niederlassung
30,46530.32318665145,0.0,1.0,45.0,K1963,Nordrhein-Westfalen
31,47601.83250459995,0.0,1.0,29.0,K1254,Hamburg
69,78663.93535160618,0.0,1.0,37.0,K1229,Niedersachsen
68,75303.55879567935,0.0,0.0,27.0,K1808,Nordrhein-Westfalen
51,57040.845501739626,0.0,1.0,38.0,K1155,Sachsen
45,44138.65666459138,0.0,1.0,31.0,K1458,Bayern
49,50246.09171758335,0.0,1.0,42.0,K1928,Sachsen
41,54152.49417110841,0.0,0.0,15.0,K1247,Berlin
70,71511.57807009188,0.0,0.0,47.0,K1575,Nordrhein-Westfalen
32,32659.50626332902,0.0,1.0,27.0,K1504,Bayern
63,74905.16215817424,0.0,1.0,35.0,K1680,Hessen
46,53575.60719815357,0.0,0.0,54.0,K1425,Hessen
32,34848.440657675164,0.0,0.0,24.0,K1124,Nordrhein-Westfalen
65,70533.06422668723,0.0,1.0,38.0,K1897,Nordrhein-Westfalen
51,53267.39361143701,0.0,1.0,53.0,K1812,Berlin
35,53193.85923018119,0.0,0.0,33.0,K1828,Thüringen
41,64926.19167828226,0.0,0.0,39.0,K1512,Hamburg
55,65102.40111435221,0.0,0.0,22.0,K1662,Bayern
53,64075.21152405026,0.0,0.0,36.0,K1143,Nordrhein-Westfalen
49,67290.60216332534,0.0,0.0,30.0,K1280,Hessen
41,35323.88007913634,0.0,1.0,24.0,K1350,Sachsen
59,63141.814178909146,0.0,0.0,31.0,K1845,Sachsen
67,78936.7240936164,0.0,1.0,34.0,K1707,Niedersachsen
51,76712.25928056381,0.0,1.0,36.0,K1873,Baden-Württemberg
44,48523.85972184355,0.0,1.0,54.0,K1869,Sachsen
37,41367.81621506573,0.0,0.0,31.0,K1259,Nordrhein-Westfalen
64,68522.84225868413,0.0,1.0,43.0,K1392,Sachsen
42,50054.07447111782,0.0,1.0,36.0,K1855,Nordrhein-Westfalen
51,64923.2465521522,0.0,1.0,39.0,K1122,Nordrhein-Westfalen
48,57701.18544621786,0.0,1.0,22.0,K1232,Nordrhein-Westfalen
38,25073.66890051087,0.0,0.0,44.0,K1427,Berlin
54,59813.591317114704,0.0,0.0,39.0,K1360,Berlin
52,55752.80243094997,0.0,1.0,42.0,K1875,Bayern
31,35492.79320276713,0.0,1.0,39.0,K1961,Nordrhein-Westfalen
69,75983.22376160801,0.0,0.0,47.0,K1295,Hessen
70,57964.51215425568,0.0,1.0,20.0,K1220,Hessen
37,38361.78583960067,0.0,0.0,25.0,K1842,Nordrhein-Westfalen
51,67445.37935769891,0.0,0.0,38.0,K1285,Bayern
41,40291.75658339562,0.0,1.0,40.0,K1406,Thüringen
45,34928.931486598696,0.0,1.0,14.0,K1784,Bayern
69,95449.89944185666,0.0,0.0,35.0,K1743,Berlin
30,44854.02478961971,0.0,0.0,36.0,K1754,Hessen
60,74006.40521042302,0.0,0.0,43.0,K1721,Bayern
67,92235.91092679052,0.0,1.0,29.0,K1701,Bayern
54,81957.21491840295,0.0,0.0,31.0,K1622,Berlin
31,31912.96328237923,0.0,0.0,29.0,K1980,Bayern
67,100322.36627573174,0.0,0.0,50.0,K1150,Bayern
47,56853.89576971034,0.0,1.0,43.0,K1912,Bayern
35,33579.07453165961,0.0,0.0,34.0,K1262,Baden-Württemberg
53,50242.75715062758,0.0,0.0,32.0,K1770,Nordrhein-Westfalen
52,58522.30288435561,0.0,0.0,36.0,K1276,Sachsen
35,35620.91508044857,0.0,0.0,33.0,K1121,Bayern
58,68324.69609736647,0.0,1.0,35.0,K1616,Bayern
44,64786.55370707238,0.0,1.0,56.0,K1153,Baden-Württemberg
32,45043.607729217045,0.0,0.0,17.0,K1967,Nordrhein-Westfalen
54,72200.30765952234,0.0,1.0,33.0,K1854,Hessen
46,61880.00432369419,0.0,0.0,40.0,K1620,Sachsen
70,97121.14063388376,0.0,1.0,36.0,K1722,Baden-Württemberg
68,91036.07992470788,0.0,1.0,40.0,K1585,Brandenburg
34,55437.44934982448,0.0,0.0,41.0,K1388,Sachsen
70,67947.50548655371,0.0,0.0,18.0,K1694,Bayern
68,67645.32893488045,0.0,0.0,51.0,K1330,Berlin
52,71199.25034553104,0.0,1.0,29.0,K1131,Berlin
34,31569.144694480678,0.0,1.0,58.0,K1953,Baden-Württemberg
45,50681.68694442643,0.0,1.0,41.0,K1542,Hessen
39,42755.05631672945,0.0,1.0,30.0,K1949,Hessen
60,61876.053857405335,0.0,0.0,20.0,K1469,Hessen
59,77392.45243948342,0.0,1.0,44.0,K1334,Hessen
35,31305.75142624562,0.0,1.0,27.0,K1142,Baden-Württemberg
66,76359.21101179442,0.0,0.0,22.0,K1962,Sachsen
59,58008.720109576505,0.0,1.0,35.0,K1479,Baden-Württemberg
31,41923.36515027969,0.0,1.0,33.0,K1574,Nordrhein-Westfalen
33,37291.97508568333,0.0,1.0,27.0,K1964,Bayern
64,80850.54112703342,0.0,0.0,36.0,K1863,Baden-Württemberg
31,24167.813958101447,0.0,1.0,41.0,K1756,Niedersachsen
46,47676.39503820558,0.0,1.0,55.0,K1299,Bayern
39,40081.01700884192,0.0,0.0,53.0,K1865,Nordrhein-Westfalen
63,84772.48084731762,0.0,1.0,30.0,K1973,Nordrhein-Westfalen
30,21238.02542225393,0.0,1.0,30.0,K1608,Berlin
54,53423.91068717487,0.0,0.0,36.0,K1966,Hamburg
49,55265.13374235362,0.0,1.0,57.0,K1846,Baden-Württemberg
65,79612.09314241726,0.0,0.0,34.0,K1684,Hessen
40,41616.57298010873,0.0,0.0,48.0,K1993,Nordrhein-Westfalen
30,54906.9841115438,0.0,0.0,36.0,K1267,Nordrhein-Westfalen
67,67953.50503425323,0.0,0.0,38.0,K1735,Niedersachsen
39,54069.62609830466,0.0,1.0,42.0,K1257,Bayern
58,68239.81506659748,0.0,1.0,38.0,K1789,Baden-Württemberg
39,47801.25201522806,0.0,1.0,29.0,K1734,Baden-Württemberg
42,54451.38922687168,0.0,0.0,17.0,K1780,Hessen
63,72872.40984065089,0.0,1.0,32.0,K1216,Brandenburg
69,77933.08345381929,0.0,1.0,43.0,K1331,Thüringen
39,39742.26414332624,0.0,1.0,37.0,K1723,Niedersachsen
48,46968.11334133677,0.0,1.0,16.0,K1208,Hessen
62,84204.70672820717,0.0,1.0,68.0,K1526,Bayern
59,64971.40044640654,0.0,1.0,29.0,K1524,Sachsen
30,25293.08536320475,0.0,1.0,37.0,K1691,Sachsen
48,57289.90314946119,0.0,0.0,16.0,K1224,Nordrhein-Westfalen
47,53602.47896688802,0.0,1.0,33.0,K1158,Nordrhein-Westfalen
62,70856.65436451563,0.0,1.0,40.0,K1256,Berlin
45,65988.52038027447,0.0,1.0,55.0,K1508,Sachsen
61,43123.90092326082,0.0,1.0,46.0,K1944,Baden-Württemberg
42,41050.15920441383,0.0,1.0,27.0,K1312,Baden-Württemberg
53,61112.05583267966,0.0,0.0,20.0,K1857,Baden-Württemberg
70,79595.02132977676,0.0,1.0,51.0,K1822,Thüringen
66,76115.9481075349,0.0,0.0,59.0,K1113,Bayern
38,29634.423994680477,0.0,1.0,42.0,K1827,Baden-Württemberg
61,62738.78126475906,0.0,1.0,27.0,K1141,Niedersachsen
68,94379.27254997374,0.0,1.0,35.0,K1557,Niedersachsen
42,67920.23427164622,0.0,1.0,48.0,K1358,Berlin
37,39083.359698716136,0.0,1.0,33.0,K1408,Baden-Württemberg
65,77272.17232791125,0.0,1.0,41.0,K1772,Berlin
50,62488.351194082206,0.0,1.0,12.0,K1676,Berlin
53,59582.2190840033,0.0,0.0,31.0,K1741,Hessen
69,64084.613271185575,0.0,0.0,52.0,K1819,Bayern
57,50717.287096426,0.0,0.0,26.0,K1367,Nordrhein-Westfalen
62,80655.26833212131,0.0,1.0,35.0,K1715,Sachsen
46,49160.77856726122,0.0,0.0,39.0,K1402,Bayern
53,68336.19977810085,0.0,1.0,33.0,K1519,Sachsen
58,49653.39457003938,0.0,0.0,38.0,K1255,Nordrhein-Westfalen
56,72358.42907053951,0.0,1.0,44.0,K1810,Thüringen
44,67182.04737078062,0.0,0.0,38.0,K1894,Nordrhein-Westfalen
39,50353.634423314,0.0,0.0,41.0,K1655,Hessen
36,48307.10194014782,0.0,1.0,16.0,K1593,Baden-Württemberg
31,28227.61849741835,0.0,1.0,33.0,K1252,Baden-Württemberg
59,71174.38427009825,0.0,1.0,49.0,K1251,Hessen
43,59150.94076517639,0.0,0.0,31.0,K1941,Thüringen
30,40098.97930944886,0.0,0.0,40.0,K1931,Sachsen
59,61744.00685308066,0.0,1.0,27.0,K1975,Thüringen
49,64640.80828524312,0.0,1.0,38.0,K1453,Brandenburg
48,57581.11655438521,0.0,0.0,57.0,K1568,Baden-Württemberg
61,71947.51335246935,0.0,1.0,33.0,K1430,Baden-Württemberg
37,57751.77227125286,0.0,1.0,24.0,K1291,Baden-Württemberg
56,59483.17370518163,0.0,0.0,53.0,K1228,Baden-Württemberg
68,82507.00289295636,0.0,1.0,24.0,K1864,Sachsen
65,77623.56450322206,0.0,0.0,41.0,K1713,Bayern
35,55165.48483081868,0.0,0.0,16.0,K1248,Nordrhein-Westfalen
60,70843.4057219761,0.0,0.0,33.0,K1956,Baden-Württemberg
58,68875.22346371044,0.0,1.0,36.0,K1302,Nordrhein-Westfalen
60,68566.28547266309,0.0,1.0,20.0,K1714,Berlin
42,54737.68501450015,0.0,0.0,37.0,K1384,Berlin
68,84266.90561138178,0.0,1.0,43.0,K1398,Berlin
47,68475.47947035421,0.0,0.0,50.0,K1505,Berlin
45,47805.49911737529,0.0,0.0,36.0,K1227,Berlin
68,68468.39756233856,0.0,0.0,43.0,K1288,Baden-Württemberg
50,61399.93782462269,0.0,0.0,16.0,K1307,Niedersachsen
62,80040.16085279999,0.0,0.0,36.0,K1543,Nordrhein-Westfalen
36,62517.50853637212,0.0,0.0,35.0,K1351,Nordrhein-Westfalen
54,65103.66431596069,0.0,0.0,37.0,K1520,Niedersachsen
65,72026.05013724076,0.0,0.0,26.0,K1893,Sachsen
50,38912.22946143465,0.0,1.0,34.0,K1234,Berlin
31,39505.51717833216,0.0,1.0,15.0,K1742,Hessen
35,33126.91545739253,0.0,1.0,23.0,K1507,Brandenburg
57,60794.35544071276,0.0,0.0,32.0,K1899,Bayern
58,58019.166247436144,0.0,1.0,42.0,K1794,Baden-Württemberg
50,54638.11210823203,0.0,1.0,45.0,K1915,Sachsen
54,69123.41115128566,0.0,0.0,56.0,K1324,Thüringen
55,69613.52731286261,0.0,1.0,46.0,K1746,Baden-Württemberg
44,49444.36995163138,0.0,1.0,27.0,K1917,Baden-Württemberg
42,50762.74763263938,0.0,1.0,14.0,K1777,Brandenburg
39,41453.36746861263,0.0,0.0,40.0,K1920,Niedersachsen
35,51809.92945439946,0.0,1.0,49.0,K1729,Baden-Württemberg
38,56413.98226900063,0.0,0.0,43.0,K1960,Bayern
67,71829.75731774843,0.0,1.0,23.0,K1785,Baden-Württemberg
67,64683.273523591095,0.0,0.0,22.0,K1491,Berlin
38,60883.50347816685,0.0,1.0,41.0,K1968,Thüringen
56,82205.14384002211,0.0,0.0,43.0,K1614,Hamburg
44,47045.73383797704,0.0,1.0,38.0,K1372,Nordrhein-Westfalen
48,84746.79344370571,0.0,1.0,36.0,K1837,Bayern
36,43538.46234850251,0.0,1.0,26.0,K1546,Hessen
57,72995.72853268619,0.0,1.0,43.0,K1601,Niedersachsen
48,70707.73987004749,0.0,1.0,35.0,K1217,Sachsen
42,48260.29217550943,0.0,0.0,41.0,K1337,Sachsen
56,76155.67203946126,0.0,1.0,29.0,K1879,Baden-Württemberg
40,26846.54215214988,0.0,1.0,41.0,K1712,Bayern
60,76138.00507813401,0.0,0.0,36.0,K1776,Sachsen
63,66691.26681107994,0.0,1.0,52.0,K1478,Bayern
35,35044.698545708445,0.0,1.0,47.0,K1977,Sachsen
47,55621.01637414354,0.0,0.0,35.0,K1856,Baden-Württemberg
60,67687.57030152502,0.0,1.0,33.0,K1338,Hessen
68,70848.86655336355,0.0,1.0,33.0,K1911,Brandenburg
53,79245.21742663819,0.0,1.0,31.0,K1781,Bayern
55,58431.48591814502,0.0,1.0,46.0,K1422,Nordrhein-Westfalen
63,74594.05365261914,0.0,0.0,28.0,K1753,Niedersachsen
30,44635.67919427661,0.0,0.0,32.0,K1515,Berlin
41,49170.38002666986,0.0,1.0,36.0,K1903,Baden-Württemberg
68,78649.11140689638,0.0,0.0,37.0,K1463,Nordrhein-Westfalen
31,43375.75364123266,0.0,1.0,38.0,K1363,Thüringen
44,68126.652521837,0.0,0.0,24.0,K1732,Bayern
44,55445.95305775515,0.0,0.0,45.0,K1737,Bayern
66,79203.82699739235,0.0,1.0,37.0,K1387,Sachsen
39,59913.34656482462,0.0,0.0,29.0,K1481,Bayern
39,51488.134398045775,0.0,0.0,14.0,K1489,Bayern
43,53219.97439361837,0.0,1.0,40.0,K1329,Brandenburg
50,50945.51749373209,0.0,0.0,45.0,K1951,Baden-Württemberg
45,52765.75865735413,0.0,0.0,42.0,K1833,Hamburg
53,53443.30526894799,0.0,1.0,39.0,K1577,Nordrhein-Westfalen
35,31856.07889795332,0.0,1.0,56.0,K1452,Nordrhein-Westfalen
47,49585.98844044164,0.0,1.0,42.0,K1610,Bayern
49,63443.36805996244,0.0,1.0,32.0,K1744,Baden-Württemberg
41,49634.22898625423,0.0,1.0,65.0,K1983,Berlin
30,31802.090870144064,0.0,1.0,38.0,K1929,Hessen
58,52544.54786370581,0.0,1.0,16.0,K1908,Niedersachsen
31,34124.0595832316,0.0,1.0,33.0,K1724,Sachsen
30,58746.83197974503,0.0,1.0,32.0,K1866,Bayern
34,50643.73852762316,0.0,0.0,29.0,K1750,Bayern
62,63231.8216240426,0.0,1.0,35.0,K1859,Hessen
34,45507.99444877001,0.0,1.0,39.0,K1661,Nordrhein-Westfalen
59,85251.99990957863,0.0,1.0,26.0,K1955,Berlin
39,50013.890492027975,0.0,1.0,31.0,K1682,Nordrhein-Westfalen
36,43526.38864791295,0.0,1.0,46.0,K1190,Sachsen
62,59572.98556778787,0.0,1.0,18.0,K1347,Baden-Württemberg
55,62382.86173048115,0.0,1.0,41.0,K1803,Nordrhein-Westfalen
48,59163.82368118809,0.0,0.0,41.0,K1264,Berlin
50,73917.24951702455,0.0,1.0,52.0,K1629,Bayern
46,63048.00599990672,0.0,1.0,31.0,K1140,Berlin
57,54319.92014266763,0.0,1.0,53.0,K1645,Brandenburg
38,45342.44887981655,0.0,1.0,40.0,K1275,Berlin
52,68579.73782117813,0.0,0.0,24.0,K1759,Berlin
43,60901.03909793945,0.0,0.0,52.0,K1891,Hessen
48,65433.98468653538,0.0,0.0,36.0,K1860,Sachsen
57,64092.31580931567,0.0,1.0,36.0,K1943,Nordrhein-Westfalen
54,74220.58232237589,0.0,1.0,45.0,K1200,Nordrhein-Westfalen
59,56608.2671927764,0.0,1.0,49.0,K1668,Bayern
58,78517.61269570532,0.0,1.0,24.0,K1345,Baden-Württemberg
40,49709.40649298079,0.0,1.0,20.0,K1679,Thüringen
32,36992.27895495792,0.0,1.0,26.0,K1795,Hamburg
66,67550.8458188448,0.0,1.0,18.0,K1565,Sachsen
56,66602.00104696192,0.0,1.0,55.0,K1658,Thüringen
35,48822.8312188674,0.0,0.0,21.0,K1885,Baden-Württemberg
35,50251.17942340272,0.0,0.0,39.0,K1311,Nordrhein-Westfalen
46,44087.58252073564,0.0,1.0,32.0,K1497,Nordrhein-Westfalen
69,84659.69463801473,0.0,0.0,32.0,K1502,Baden-Württemberg
38,46151.09013655503,0.0,1.0,18.0,K1861,Niedersachsen
39,56023.57481737575,0.0,1.0,59.0,K1322,Baden-Württemberg
43,53592.01268373325,0.0,0.0,31.0,K1109,Nordrhein-Westfalen
36,46292.64821649616,0.0,1.0,42.0,K1747,Baden-Württemberg
51,53493.22245123,0.0,0.0,57.0,K1902,Niedersachsen
47,63291.36034723298,0.0,1.0,46.0,K1717,Baden-Württemberg
62,74418.17682867263,0.0,0.0,30.0,K1843,Bayern
62,80098.84348008504,0.0,1.0,37.0,K1651,Sachsen
36,22706.333687510007,0.0,0.0,35.0,K1830,Baden-Württemberg
64,80694.13503602639,0.0,0.0,20.0,K1788,Baden-Württemberg
57,69354.03908552793,0.0,1.0,51.0,K1203,Thüringen
34,37661.69296425793,0.0,1.0,28.0,K1832,Bayern
49,70657.90273822784,0.0,0.0,47.0,K1678,Nordrhein-Westfalen
68,82209.9028990893,0.0,0.0,36.0,K1511,Nordrhein-Westfalen
49,67813.53353244104,0.0,0.0,44.0,K1607,Niedersachsen
69,69862.19896027556,0.0,1.0,44.0,K1152,Hessen
57,68849.42162075546,0.0,0.0,30.0,K1137,Berlin
58,64187.77402135038,0.0,0.0,42.0,K1305,Bayern
59,63241.90384258392,0.0,1.0,33.0,K1239,Berlin
58,81205.2106669526,0.0,1.0,46.0,K1132,Hessen
42,48307.88333506359,0.0,1.0,41.0,K1952,Berlin
41,51201.01414120506,0.0,1.0,28.0,K1335,Berlin
38,60020.87616762462,0.0,0.0,25.0,K1594,Niedersachsen
49,51392.49926367718,0.0,0.0,40.0,K1483,Baden-Württemberg
68,75570.01523540512,0.0,1.0,35.0,K1393,Berlin
58,74947.00882859303,0.0,0.0,47.0,K1523,Nordrhein-Westfalen
53,65983.03408246486,0.0,0.0,48.0,K1779,Baden-Württemberg
66,80806.3785643034,0.0,1.0,22.0,K1496,Bayern
44,60135.62060655392,0.0,1.0,50.0,K1697,Bayern
62,70449.09092468504,0.0,0.0,24.0,K1603,Niedersachsen
70,87311.6479662892,0.0,0.0,46.0,K1243,Berlin
51,43966.82165100914,0.0,1.0,51.0,K1167,Nordrhein-Westfalen
40,50404.683471917626,0.0,1.0,39.0,K1576,Baden-Württemberg
30,37308.86983279808,0.0,0.0,30.0,K1752,Berlin
57,77750.94761607521,0.0,0.0,25.0,K1233,Bayern
39,45047.55095673474,0.0,0.0,28.0,K1972,Nordrhein-Westfalen
34,33066.51872882614,0.0,0.0,34.0,K1625,Baden-Württemberg
58,57893.550514330855,0.0,1.0,38.0,K1169,Hessen
60,63515.3557570424,0.0,1.0,44.0,K1119,Nordrhein-Westfalen
62,77583.3564677155,0.0,0.0,18.0,K1261,Berlin
56,41843.15467731814,0.0,0.0,40.0,K1145,Berlin
30,40182.209774789095,0.0,0.0,32.0,K1597,Nordrhein-Westfalen
47,58432.854376868185,0.0,0.0,22.0,K1484,Baden-Württemberg
66,77161.38225056148,0.0,0.0,15.0,K1292,Baden-Württemberg
38,47188.88812026303,0.0,0.0,41.0,K1868,Bayern
41,49550.96776765906,0.0,0.0,31.0,K1321,Baden-Württemberg
30,30096.83903677389,0.0,0.0,8.0,K1157,Thüringen
45,48971.41724927535,0.0,0.0,55.0,K1442,Nordrhein-Westfalen
42,35264.285269608416,0.0,1.0,42.0,K1853,Baden-Württemberg
47,51429.78677781613,0.0,0.0,24.0,K1824,Nordrhein-Westfalen
48,73148.25210218443,0.0,1.0,40.0,K1829,Sachsen
51,69768.66331736703,0.0,0.0,32.0,K1400,Hessen
46,66328.13647748511,0.0,1.0,20.0,K1806,Berlin
70,66260.0261280502,0.0,0.0,43.0,K1356,Nordrhein-Westfalen
45,50109.82725085266,0.0,0.0,25.0,K1831,Baden-Württemberg
46,57509.96508522576,0.0,1.0,43.0,K1566,Hamburg
58,69209.45004428051,0.0,0.0,34.0,K1560,Nordrhein-Westfalen
67,81521.76144297997,0.0,1.0,21.0,K1992,Baden-Württemberg
49,60350.97690802643,0.0,1.0,35.0,K1374,Baden-Württemberg
42,53357.53278831714,0.0,1.0,47.0,K1306,Berlin
56,61601.83870475674,0.0,1.0,48.0,K1266,Bayern
62,65956.21914527242,0.0,1.0,22.0,K1660,Berlin
30,45591.20724531085,0.0,1.0,26.0,K1834,Hessen
48,43655.93017037532,0.0,0.0,41.0,K1506,Nordrhein-Westfalen
59,56316.93332282888,0.0,0.0,35.0,K1807,Niedersachsen
68,84969.40499640783,0.0,1.0,24.0,K1581,Berlin
36,43724.72288212965,0.0,1.0,43.0,K1876,Nordrhein-Westfalen
69,65999.38116269282,0.0,0.0,44.0,K1210,Bayern
43,53630.872956814776,0.0,1.0,54.0,K1670,Baden-Württemberg
63,81611.74538927511,0.0,1.0,38.0,K1494,Hessen
34,43358.56434967347,0.0,1.0,33.0,K1106,Berlin
52,54508.68539041199,0.0,0.0,30.0,K1937,Nordrhein-Westfalen
53,68187.64468748034,0.0,0.0,35.0,K1666,Baden-Württemberg
37,56717.58760576484,0.0,0.0,40.0,K1185,Bayern
39,40996.11239065249,0.0,1.0,28.0,K1310,Hessen
59,61880.00056054359,0.0,0.0,35.0,K1139,Bayern
70,72700.31509270631,0.0,1.0,48.0,K1880,Nordrhein-Westfalen
60,78633.97284484014,0.0,0.0,41.0,K1613,Nordrhein-Westfalen
64,67710.1761467787,0.0,1.0,43.0,K1532,Nordrhein-Westfalen
40,54688.48408511369,0.0,1.0,43.0,K1559,Baden-Württemberg
36,49200.62245305059,0.0,1.0,58.0,K1471,Berlin
43,37696.62541510117,0.0,1.0,7.0,K1196,Niedersachsen
54,71635.44389752425,0.0,1.0,46.0,K1444,Baden-Württemberg
64,59961.78573779843,0.0,1.0,48.0,K1669,Hessen
41,38375.78138430826,0.0,0.0,25.0,K1450,Thüringen
35,51044.09254333704,0.0,1.0,21.0,K1881,Sachsen
40,54037.310030892266,0.0,0.0,19.0,K1346,Nordrhein-Westfalen
46,65112.43068984319,0.0,0.0,54.0,K1118,Bayern
70,69099.94379724779,0.0,0.0,24.0,K1420,Sachsen
65,77311.9739206334,0.0,0.0,28.0,K1705,Nordrhein-Westfalen
35,34180.68077831874,0.0,1.0,26.0,K1492,Niedersachsen
52,66521.77673029815,0.0,1.0,47.0,K1378,Nordrhein-Westfalen
34,34322.45474166627,0.0,1.0,17.0,K1271,Sachsen
37,39509.3886198562,0.0,0.0,34.0,K1988,Baden-Württemberg
40,55845.12052725056,0.0,1.0,26.0,K1751,Berlin
63,78156.46621911302,0.0,1.0,27.0,K1923,Nordrhein-Westfalen
35,47150.77367320037,0.0,1.0,12.0,K1589,Berlin
31,26466.439594051568,0.0,1.0,40.0,K1978,Thüringen
32,40776.02314471374,0.0,1.0,13.0,K1609,Berlin
60,65588.40358296338,0.0,0.0,38.0,K1936,Bayern
58,60418.96718784391,0.0,1.0,55.0,K1348,Nordrhein-Westfalen
41,45567.30061803409,0.0,0.0,35.0,K1671,Baden-Württemberg
32,35272.926564171445,0.0,0.0,30.0,K1667,Nordrhein-Westfalen
46,70647.16884927596,0.0,0.0,52.0,K1791,Bayern
57,77462.12620064212,0.0,1.0,27.0,K1294,Bayern
60,54229.96589811336,0.0,1.0,50.0,K1887,Hessen
30,42931.66563188125,0.0,1.0,34.0,K1804,Nordrhein-Westfalen
36,44077.95934623655,0.0,0.0,25.0,K1580,Nordrhein-Westfalen
30,52892.24489319211,0.0,1.0,33.0,K1786,Baden-Württemberg
46,65676.46865736888,0.0,1.0,20.0,K1615,Baden-Württemberg
52,49271.15093249532,0.0,1.0,31.0,K1163,Niedersachsen
55,60312.344941033865,0.0,1.0,26.0,K1579,Bayern
43,49469.83311831008,0.0,1.0,31.0,K1665,Berlin
33,49675.88380895828,0.0,0.0,36.0,K1852,Hamburg
63,60048.61890406629,0.0,0.0,33.0,K1357,Berlin
65,86000.22043383513,0.0,0.0,39.0,K1126,Bayern
67,85349.59272714778,0.0,0.0,35.0,K1418,Baden-Württemberg
42,55437.14395534791,0.0,0.0,37.0,K1564,Brandenburg
61,74660.13264222299,0.0,1.0,36.0,K1265,Bayern
43,63300.066464825926,0.0,0.0,44.0,K1381,Berlin
63,67502.37221616226,0.0,1.0,32.0,K1296,Nordrhein-Westfalen
40,41373.85105965837,0.0,0.0,50.0,K1490,Thüringen
39,41160.410278521726,0.0,0.0,37.0,K1910,Baden-Württemberg
66,89744.99467999548,0.0,0.0,37.0,K1518,Bayern
62,70988.4472906834,0.0,0.0,38.0,K1596,Niedersachsen
60,62735.45678396812,0.0,0.0,28.0,K1448,Baden-Württemberg
70,84240.31803710136,0.0,1.0,30.0,K1874,Hamburg
46,64231.463753689066,0.0,1.0,52.0,K1413,Bayern
47,55129.65608568848,0.0,0.0,33.0,K1766,Bayern
43,59104.51301372704,0.0,1.0,62.0,K1235,Niedersachsen
59,73522.00822960361,0.0,1.0,26.0,K1768,Hamburg
51,46979.787008357554,0.0,1.0,43.0,K1976,Hamburg
34,50082.23275161896,0.0,1.0,19.0,K1204,Baden-Württemberg
49,61221.78113765836,0.0,1.0,35.0,K1477,Nordrhein-Westfalen
57,74592.79954735856,0.0,0.0,38.0,K1192,Sachsen
68,86843.33779081808,0.0,1.0,28.0,K1563,Berlin
61,72725.18968724947,0.0,1.0,28.0,K1435,Berlin
32,31562.64677399754,0.0,1.0,52.0,K1319,Baden-Württemberg
37,44541.69777524597,0.0,0.0,34.0,K1571,Niedersachsen
44,61848.4722403355,0.0,1.0,22.0,K1226,Baden-Württemberg
53,64184.29083653157,0.0,0.0,33.0,K1719,Brandenburg
41,41970.75544641636,0.0,1.0,20.0,K1125,Hamburg
31,47827.72371659648,0.0,1.0,20.0,K1805,Hessen
37,41292.5402355632,0.0,0.0,33.0,K1176,Niedersachsen
32,34391.82496545645,0.0,1.0,48.0,K1211,Hessen
41,68516.49543941053,0.0,0.0,34.0,K1375,Sachsen
65,89685.33344089528,0.0,0.0,23.0,K1965,Bayern
68,95714.30526812703,0.0,0.0,32.0,K1540,Bayern
49,73319.1870845747,0.0,0.0,27.0,K1207,Niedersachsen
